"FIPS","Year","Age","Pop","MOE"
"0900714300",2016,"Total:Very Well",162,89.3028554974588
"0900714300",2016,"Total:Well",27,44.2379927211893
"0900715350",2016,"18 to 64 years:Not Well",207,118.953772533703
"0900715350",2016,"18 to 64 years:Not at All",9,35.3836120259083
"0900715350",2016,"18 to 64 years:Very Well",476,169.690895454058
"0900715350",2016,"18 to 64 years:Well",246,176.697481589297
"0900715350",2016,"5 to 17 years:Not Well",0,38
"0900715350",2016,"5 to 17 years:Not at All",0,38
"0900715350",2016,"5 to 17 years:Very Well",230,104.780723418003
"0900715350",2016,"5 to 17 years:Well",9,36.1662826400502
"0900715350",2016,"65 years and over:Not Well",0,38
"0900715350",2016,"65 years and over:Not at All",10,36.592348927064
"0900715350",2016,"65 years and over:Very Well",59,47.0531614240744
"0900715350",2016,"65 years and over:Well",31,38.0263066836631
"0900715350",2016,"Total 18 to 64 years Native",7135,329
"0900715350",2016,"Total 5 to 17 years Native",1849,239
"0900715350",2016,"Total 65 years and over Native",2287,162
"0900715350",2016,"Total:Native",11271,437.728226186066
"0900715350",2016,"Total:Not Well",207,130.529690109186
"0900715350",2016,"Total:Not at All",19,63.521649852629
"0900715350",2016,"Total:Very Well",765,204.90973622549
"0900715350",2016,"Total:Well",286,184.325798519903
"0900718080",2016,"18 to 64 years:Not Well",48,67.5573830162181
"0900718080",2016,"18 to 64 years:Not at All",0,38
"0900718080",2016,"18 to 64 years:Very Well",823,214.776628151203
"0900718080",2016,"18 to 64 years:Well",182,121.51543111885
"0900718080",2016,"5 to 17 years:Not Well",12,39.0384425918863
"0900718080",2016,"5 to 17 years:Not at All",0,38
"0900718080",2016,"5 to 17 years:Very Well",114,108.880668623957
"0900718080",2016,"5 to 17 years:Well",0,38
"0900718080",2016,"65 years and over:Not Well",24,38.5097390279394
"0900718080",2016,"65 years and over:Not at All",35,50.2692749102272
"0900718080",2016,"65 years and over:Very Well",265,118.33004690272
"0900718080",2016,"65 years and over:Well",125,89.6994983263563
"0900718080",2016,"Total 18 to 64 years Native",7645,373
"0900718080",2016,"Total 5 to 17 years Native",1970,294
"0900718080",2016,"Total 65 years and over Native",2155,223
"0900718080",2016,"Total:Native",11770,524.684667204979
"0900718080",2016,"Total:Not Well",84,87.0114934936759
"0900718080",2016,"Total:Not at All",35,73.5866835779409
"0900718080",2016,"Total:Very Well",1202,268.302068571974
"0900718080",2016,"Total:Well",307,155.743378671454
"0900719130",2016,"18 to 64 years:Not Well",41,47.8852795752515
"0900719130",2016,"18 to 64 years:Not at All",0,24
"0900719130",2016,"18 to 64 years:Very Well",84,54.5618914628149
"0900719130",2016,"18 to 64 years:Well",20,28.2842712474619
"0900719130",2016,"5 to 17 years:Not Well",0,24
"0900719130",2016,"5 to 17 years:Not at All",0,24
"0900719130",2016,"5 to 17 years:Very Well",73,45.8911756223351
"0900719130",2016,"5 to 17 years:Well",0,24
"0900719130",2016,"65 years and over:Not Well",0,24
"0900719130",2016,"65 years and over:Not at All",4,22.2710574513201
"0900719130",2016,"65 years and over:Very Well",26,33.3016516106934
"0900719130",2016,"65 years and over:Well",0,24
"0900719130",2016,"Total 18 to 64 years Native",2605,123
"0900719130",2016,"Total 5 to 17 years Native",626,80
"0900719130",2016,"Total 65 years and over Native",794,92
"0900719130",2016,"Total:Native",4025,173.184872318572
"0900719130",2016,"Total:Not Well",41,58.6941223633167
"0900719130",2016,"Total:Not at All",4,40.5955662603689
"0900719130",2016,"Total:Very Well",183,78.689262291624
"0900719130",2016,"Total:Well",20,44.181444068749
"0900720810",2016,"18 to 64 years:Not Well",0,34
"0900720810",2016,"18 to 64 years:Not at All",0,34
"0900720810",2016,"18 to 64 years:Very Well",106,75.7165767847438
"0900720810",2016,"18 to 64 years:Well",0,34
"0900720810",2016,"5 to 17 years:Not Well",0,34
"0900720810",2016,"5 to 17 years:Not at All",0,34
"0900720810",2016,"5 to 17 years:Very Well",59,62.3858958419289
"0900720810",2016,"5 to 17 years:Well",0,34
"0900720810",2016,"65 years and over:Not Well",0,34
"0900720810",2016,"65 years and over:Not at All",0,34
"0900720810",2016,"65 years and over:Very Well",25,38.5097390279394
"0900720810",2016,"65 years and over:Well",0,34
"0900720810",2016,"Total 18 to 64 years Native",4544,238
"0900720810",2016,"Total 5 to 17 years Native",1156,176
"0900720810",2016,"Total 65 years and over Native",1108,156
"0900720810",2016,"Total:Native",6808,334.598266582479
"0900720810",2016,"Total:Not Well",0,58.8897274573418
"0900720810",2016,"Total:Not at All",0,58.8897274573418
"0900720810",2016,"Total:Very Well",190,105.394497010043
"0900720810",2016,"Total:Well",0,58.8897274573418
"0900722280",2016,"18 to 64 years:Not Well",71,70.6965345685345
"0900722280",2016,"18 to 64 years:Not at All",0,34
"0900722280",2016,"18 to 64 years:Very Well",249,129.112354172635
"0900722280",2016,"18 to 64 years:Well",26,37.5499667110372
"0900722280",2016,"5 to 17 years:Not Well",0,34
"0900722280",2016,"5 to 17 years:Not at All",0,34
"0900722280",2016,"5 to 17 years:Very Well",14,37.9868398264452
"0900722280",2016,"5 to 17 years:Well",4,30.5122926047847
"0900722280",2016,"65 years and over:Not Well",18,41.3279566395437
"0900722280",2016,"65 years and over:Not at All",9,33.5111921602321
"0900722280",2016,"65 years and over:Very Well",22,34.5687720348872
"0900722280",2016,"65 years and over:Well",26,45.7383865041171
"0900722280",2016,"Total 18 to 64 years Native",5417,271
"0900722280",2016,"Total 5 to 17 years Native",1373,201
"0900722280",2016,"Total 65 years and over Native",1309,228
"0900722280",2016,"Total:Native",8099,407.21738666221
"0900722280",2016,"Total:Not Well",89,88.6679197906436
"0900722280",2016,"Total:Not at All",9,58.6088730483704
"0900722280",2016,"Total:Very Well",285,138.953229541454
"0900722280",2016,"Total:Well",56,66.5807780068692
"0900722490",2016,"18 to 64 years:Not Well",20,34.4963766213207
"0900722490",2016,"18 to 64 years:Not at All",0,38
"0900722490",2016,"18 to 64 years:Very Well",755,231.64628207679
"0900722490",2016,"18 to 64 years:Well",98,64.4592894779333
"0900722490",2016,"5 to 17 years:Not Well",10,36.1662826400502
"0900722490",2016,"5 to 17 years:Not at All",0,38
"0900722490",2016,"5 to 17 years:Very Well",223,104.594454919943
"0900722490",2016,"5 to 17 years:Well",0,38
"0900722490",2016,"65 years and over:Not Well",31,43.7149859887888
"0900722490",2016,"65 years and over:Not at All",0,38
"0900722490",2016,"65 years and over:Very Well",119,89.5656184034923
"0900722490",2016,"65 years and over:Well",28,36.1662826400502
"0900722490",2016,"Total 18 to 64 years Native",7225,317
"0900722490",2016,"Total 5 to 17 years Native",2011,248
"0900722490",2016,"Total 65 years and over Native",1817,217
"0900722490",2016,"Total:Native",11053,457.254852352602
"0900722490",2016,"Total:Not Well",61,66.4003012041361
"0900722490",2016,"Total:Not at All",0,65.8179306876173
"0900722490",2016,"Total:Very Well",1097,269.484693442874
"0900722490",2016,"Total:Well",126,83.1083629967526
"0900726270",2016,"18 to 64 years:Not Well",0,34
"0900726270",2016,"18 to 64 years:Not at All",0,34
"0900726270",2016,"18 to 64 years:Very Well",30,37.0270171631472
"0900726270",2016,"18 to 64 years:Well",0,34
"0900726270",2016,"5 to 17 years:Not Well",16,39.2810386828047
"0900726270",2016,"5 to 17 years:Not at All",0,34
"0900726270",2016,"5 to 17 years:Very Well",0,34
"0900726270",2016,"5 to 17 years:Well",0,34
"0900726270",2016,"65 years and over:Not Well",0,34
"0900726270",2016,"65 years and over:Not at All",0,34
"0900726270",2016,"65 years and over:Very Well",36,45.7711699653832
"0900726270",2016,"65 years and over:Well",23,40.2243707222375
"0900726270",2016,"Total 18 to 64 years Native",3387,214
"0900726270",2016,"Total 5 to 17 years Native",1045,176
"0900726270",2016,"Total 65 years and over Native",1929,196
"0900726270",2016,"Total:Native",6361,339.393576839633
"0900726270",2016,"Total:Not Well",16,62.0886463051016
"0900726270",2016,"Total:Not at All",0,58.8897274573418
"0900726270",2016,"Total:Very Well",66,67.9852925271341
"0900726270",2016,"Total:Well",23,62.6897120746299
"0900735230",2016,"18 to 64 years:Not Well",62,92.7954740275623
"0900735230",2016,"18 to 64 years:Not at All",0,34
"0900735230",2016,"18 to 64 years:Very Well",315,167.04191090861
"0900735230",2016,"18 to 64 years:Well",13,36.1662826400502
"0900735230",2016,"5 to 17 years:Not Well",16,39.9499687108764
"0900735230",2016,"5 to 17 years:Not at All",0,34
"0900735230",2016,"5 to 17 years:Very Well",0,34
"0900735230",2016,"5 to 17 years:Well",0,34
"0900735230",2016,"65 years and over:Not Well",0,34
"0900735230",2016,"65 years and over:Not at All",0,34
"0900735230",2016,"65 years and over:Very Well",93,77.6530746332687
"0900735230",2016,"65 years and over:Well",18,40.6324993078201
"0900735230",2016,"Total 18 to 64 years Native",4759,272
"0900735230",2016,"Total 5 to 17 years Native",1394,193
"0900735230",2016,"Total 65 years and over Native",1460,191
"0900735230",2016,"Total:Native",7613,384.335790683095
"0900735230",2016,"Total:Not Well",78,106.597373325988
"0900735230",2016,"Total:Not at All",0,58.8897274573418
"0900735230",2016,"Total:Very Well",408,187.320580823357
"0900735230",2016,"Total:Well",31,64.1482657598785
"0900740710",2016,"18 to 64 years:Not Well",0,34
"0900740710",2016,"18 to 64 years:Not at All",0,34
"0900740710",2016,"18 to 64 years:Very Well",172,101.720204482689
"0900740710",2016,"18 to 64 years:Well",30,40.6324993078201
"0900740710",2016,"5 to 17 years:Not Well",0,34
"0900740710",2016,"5 to 17 years:Not at All",0,34
"0900740710",2016,"5 to 17 years:Very Well",35,46.9361268108053
"0900740710",2016,"5 to 17 years:Well",0,34
"0900740710",2016,"65 years and over:Not Well",16,39.2810386828047
"0900740710",2016,"65 years and over:Not at All",0,34
"0900740710",2016,"65 years and over:Very Well",33,38.8587184554509
"0900740710",2016,"65 years and over:Well",75,76.8635154023025
"0900740710",2016,"Total 18 to 64 years Native",3652,173
"0900740710",2016,"Total 5 to 17 years Native",1081,114
"0900740710",2016,"Total 65 years and over Native",1125,152
"0900740710",2016,"Total:Native",5858,256.961086548139
"0900740710",2016,"Total:Not Well",16,62.0886463051016
"0900740710",2016,"Total:Not at All",0,58.8897274573418
"0900740710",2016,"Total:Very Well",240,118.574870862253
"0900740710",2016,"Total:Well",105,93.3541643420367
"0900747080",2016,"18 to 64 years:Not Well",2,21.3775583264319
"0900747080",2016,"18 to 64 years:Not at All",0,24
"0900747080",2016,"18 to 64 years:Very Well",117,85.0646812725469
"0900747080",2016,"18 to 64 years:Well",18,29.5465734053883
"0900747080",2016,"5 to 17 years:Not Well",0,24
"0900747080",2016,"5 to 17 years:Not at All",0,24
"0900747080",2016,"5 to 17 years:Very Well",13,25.6320112359526
"0900747080",2016,"5 to 17 years:Well",13,28.1602556806574
"0900747080",2016,"65 years and over:Not Well",0,24
"0900747080",2016,"65 years and over:Not at All",0,24
"0900747080",2016,"65 years and over:Very Well",52,43.3128156554154
"0900747080",2016,"65 years and over:Well",0,24
"0900747080",2016,"Total 18 to 64 years Native",2689,192
"0900747080",2016,"Total 5 to 17 years Native",601,88
"0900747080",2016,"Total 65 years and over Native",686,146
"0900747080",2016,"Total:Native",3976,256.756694167844
"0900747080",2016,"Total:Not Well",2,40.1123422402632
"0900747080",2016,"Total:Not at All",0,41.5692193816531
"0900747080",2016,"Total:Very Well",182,98.8382517044894
"0900747080",2016,"Total:Well",31,47.3497624070069
"0900747360",2016,"18 to 64 years:Not Well",620,210.686971595303
"0900747360",2016,"18 to 64 years:Not at All",45,39.446165846632
"0900747360",2016,"18 to 64 years:Very Well",4044,540.247165656609
"0900747360",2016,"18 to 64 years:Well",1499,282.239260203112
"0900747360",2016,"5 to 17 years:Not Well",19,41.1339276024063
"0900747360",2016,"5 to 17 years:Not at All",0,50
"0900747360",2016,"5 to 17 years:Very Well",702,205.681793068808
"0900747360",2016,"5 to 17 years:Well",37,45.0998891351187
"0900747360",2016,"65 years and over:Not Well",221,131.920430563275
"0900747360",2016,"65 years and over:Not at All",46,53.3104117410474
"0900747360",2016,"65 years and over:Very Well",444,144.827483579602
"0900747360",2016,"65 years and over:Well",232,114.043851215223
"0900747360",2016,"Total 18 to 64 years Native",25953,613
"0900747360",2016,"Total 5 to 17 years Native",4994,345
"0900747360",2016,"Total 65 years and over Native",5487,373
"0900747360",2016,"Total:Native",36434,796.192815842997
"0900747360",2016,"Total:Not Well",860,251.960314335413
"0900747360",2016,"Total:Not at All",91,83.0541991713845
"0900747360",2016,"Total:Very Well",5190,595.942111282631
"0900747360",2016,"Total:Well",1768,307.732026282608
"0900757320",2016,"18 to 64 years:Not Well",91,75.379042180171
"0900757320",2016,"18 to 64 years:Not at All",22,47.3180726572839
"0900757320",2016,"18 to 64 years:Very Well",325,159.64335250802
"0900757320",2016,"18 to 64 years:Well",333,171.084774307944
"0900757320",2016,"5 to 17 years:Not Well",18,41.9404339510215
"0900757320",2016,"5 to 17 years:Not at All",0,38
"0900757320",2016,"5 to 17 years:Very Well",210,129.390880667843
"0900757320",2016,"5 to 17 years:Well",0,38
"0900757320",2016,"65 years and over:Not Well",65,84.6581360531874
"0900757320",2016,"65 years and over:Not at All",0,38
"0900757320",2016,"65 years and over:Very Well",68,61.5386057690618
"0900757320",2016,"65 years and over:Well",25,40.6201920231798
"0900757320",2016,"Total 18 to 64 years Native",4861,365
"0900757320",2016,"Total 5 to 17 years Native",1452,211
"0900757320",2016,"Total 65 years and over Native",2339,257
"0900757320",2016,"Total:Native",8652,493.756012621619
"0900757320",2016,"Total:Not Well",174,120.863559437905
"0900757320",2016,"Total:Not at All",22,71.6030725597722
"0900757320",2016,"Total:Very Well",603,214.511071975318
"0900757320",2016,"Total:Well",358,179.899972206779
"0900761800",2016,"18 to 64 years:Not Well",33,52.1152568831815
"0900761800",2016,"18 to 64 years:Not at All",33,58.025856305616
"0900761800",2016,"18 to 64 years:Very Well",257,166.144515407521
"0900761800",2016,"18 to 64 years:Well",12,35.0428309358705
"0900761800",2016,"5 to 17 years:Not Well",0,34
"0900761800",2016,"5 to 17 years:Not at All",0,34
"0900761800",2016,"5 to 17 years:Very Well",73,77.6337555448659
"0900761800",2016,"5 to 17 years:Well",0,34
"0900761800",2016,"65 years and over:Not Well",0,34
"0900761800",2016,"65 years and over:Not at All",0,34
"0900761800",2016,"65 years and over:Very Well",61,58.9745707911469
"0900761800",2016,"65 years and over:Well",0,34
"0900761800",2016,"Total 18 to 64 years Native",5376,298
"0900761800",2016,"Total 5 to 17 years Native",1579,254
"0900761800",2016,"Total 65 years and over Native",1700,179
"0900761800",2016,"Total:Native",8655,430.535712804408
"0900761800",2016,"Total:Not Well",33,70.9083916049433
"0900761800",2016,"Total:Not at All",33,75.3591401224828
"0900761800",2016,"Total:Very Well",391,192.636964261795
"0900761800",2016,"Total:Well",12,59.4978991225741
"0900781680",2016,"18 to 64 years:Not Well",88,84.2140130857092
"0900781680",2016,"18 to 64 years:Not at All",0,34
"0900781680",2016,"18 to 64 years:Very Well",194,112.254175868874
"0900781680",2016,"18 to 64 years:Well",155,105.825327781207
"0900781680",2016,"5 to 17 years:Not Well",19,42.7551166528639
"0900781680",2016,"5 to 17 years:Not at All",0,34
"0900781680",2016,"5 to 17 years:Very Well",87,96.5971014057875
"0900781680",2016,"5 to 17 years:Well",0,34
"0900781680",2016,"65 years and over:Not Well",0,34
"0900781680",2016,"65 years and over:Not at All",0,34
"0900781680",2016,"65 years and over:Very Well",27,37.6696164036747
"0900781680",2016,"65 years and over:Well",0,34
"0900781680",2016,"Total 18 to 64 years Native",4059,281
"0900781680",2016,"Total 5 to 17 years Native",636,127
"0900781680",2016,"Total 65 years and over Native",1455,215
"0900781680",2016,"Total:Native",6150,375.918874226874
"0900781680",2016,"Total:Not Well",107,100.379280730637
"0900781680",2016,"Total:Not at All",0,58.8897274573418
"0900781680",2016,"Total:Very Well",308,152.810339964284
"0900781680",2016,"Total:Well",155,116.236827210656
"0900900000",2016,"18 to 64 years:Not Well",0,24
"0900900000",2016,"18 to 64 years:Not at All",0,24
"0900900000",2016,"18 to 64 years:Very Well",0,24
"0900900000",2016,"18 to 64 years:Well",0,24
"0900900000",2016,"5 to 17 years:Not Well",0,24
"0900900000",2016,"5 to 17 years:Not at All",0,24
"0900900000",2016,"5 to 17 years:Very Well",0,24
"0900900000",2016,"5 to 17 years:Well",0,24
"0900900000",2016,"65 years and over:Not Well",0,24
"0900900000",2016,"65 years and over:Not at All",0,24
"0900900000",2016,"65 years and over:Very Well",0,24
"0900900000",2016,"65 years and over:Well",0,24
"0900900000",2016,"Total 18 to 64 years Native",0,12
"0900900000",2016,"Total 5 to 17 years Native",0,12
"0900900000",2016,"Total 65 years and over Native",0,12
"0900900000",2016,"Total:Native",0,20.7846096908265
"0900900000",2016,"Total:Not Well",0,41.5692193816531
"0900900000",2016,"Total:Not at All",0,41.5692193816531
"0900900000",2016,"Total:Very Well",0,41.5692193816531
"0900900000",2016,"Total:Well",0,41.5692193816531
"0900901220",2016,"18 to 64 years:Not Well",250,122.645831563898
"0900901220",2016,"18 to 64 years:Not at All",116,121.901599661366
"0900901220",2016,"18 to 64 years:Very Well",1446,383.190553119463
"0900901220",2016,"18 to 64 years:Well",651,294.362022006916
"0900901220",2016,"5 to 17 years:Not Well",0,38
"0900901220",2016,"5 to 17 years:Not at All",0,38
"0900901220",2016,"5 to 17 years:Very Well",938,326.811872489357
"0900901220",2016,"5 to 17 years:Well",26,48.0416485978573
"0900901220",2016,"65 years and over:Not Well",93,84.7997641506154
"0900901220",2016,"65 years and over:Not at All",166,127.326352339176
"0900901220",2016,"65 years and over:Very Well",141,91.36191766814
"0900901220",2016,"65 years and over:Well",148,92.0543317829205
"0900901220",2016,"Total 18 to 64 years Native",9489,701
"0900901220",2016,"Total 5 to 17 years Native",2345,366
"0900901220",2016,"Total 65 years and over Native",2220,263
"0900901220",2016,"Total:Native",14054,833.382265230068
"0900901220",2016,"Total:Not Well",343,153.873324523778
"0900901220",2016,"Total:Not at All",282,180.321934328578
"0900901220",2016,"Total:Very Well",2525,511.847633578588
"0900901220",2016,"Total:Well",825,312.139391938922
"0900903250",2016,"18 to 64 years:Not Well",19,42.0356991139674
"0900903250",2016,"18 to 64 years:Not at All",0,34
"0900903250",2016,"18 to 64 years:Very Well",269,152.518851293865
"0900903250",2016,"18 to 64 years:Well",105,101.370607179793
"0900903250",2016,"5 to 17 years:Not Well",0,34
"0900903250",2016,"5 to 17 years:Not at All",0,34
"0900903250",2016,"5 to 17 years:Very Well",123,116.77328461596
"0900903250",2016,"5 to 17 years:Well",0,34
"0900903250",2016,"65 years and over:Not Well",74,86.104587566517
"0900903250",2016,"65 years and over:Not at All",21,43.4856298103178
"0900903250",2016,"65 years and over:Very Well",0,34
"0900903250",2016,"65 years and over:Well",61,60.5805249234439
"0900903250",2016,"Total 18 to 64 years Native",3456,245
"0900903250",2016,"Total 5 to 17 years Native",1071,168
"0900903250",2016,"Total 65 years and over Native",720,122
"0900903250",2016,"Total:Native",5247,321.143270208174
"0900903250",2016,"Total:Not Well",93,101.671038157383
"0900903250",2016,"Total:Not at All",21,64.8305483549229
"0900903250",2016,"Total:Very Well",392,195.07434480218
"0900903250",2016,"Total:Well",166,122.890194889584
"0900904580",2016,"18 to 64 years:Not Well",45,53.777318638995
"0900904580",2016,"18 to 64 years:Not at All",0,34
"0900904580",2016,"18 to 64 years:Very Well",380,153.368836469473
"0900904580",2016,"18 to 64 years:Well",58,55.5607775323564
"0900904580",2016,"5 to 17 years:Not Well",0,34
"0900904580",2016,"5 to 17 years:Not at All",0,34
"0900904580",2016,"5 to 17 years:Very Well",158,99.2924971989324
"0900904580",2016,"5 to 17 years:Well",0,34
"0900904580",2016,"65 years and over:Not Well",42,50.7148893324239
"0900904580",2016,"65 years and over:Not at All",0,34
"0900904580",2016,"65 years and over:Very Well",78,63.521649852629
"0900904580",2016,"65 years and over:Well",0,34
"0900904580",2016,"Total 18 to 64 years Native",2898,241
"0900904580",2016,"Total 5 to 17 years Native",872,158
"0900904580",2016,"Total 65 years and over Native",761,101
"0900904580",2016,"Total:Native",4531,305.362080160586
"0900904580",2016,"Total:Not Well",87,81.363382427232
"0900904580",2016,"Total:Not at All",0,58.8897274573418
"0900904580",2016,"Total:Very Well",616,193.432158650003
"0900904580",2016,"Total:Well",58,73.4778878302854
"0900907310",2016,"18 to 64 years:Not Well",99,80.5791536316931
"0900907310",2016,"18 to 64 years:Not at All",0,44
"0900907310",2016,"18 to 64 years:Very Well",1282,246.505578030194
"0900907310",2016,"18 to 64 years:Well",398,160.405735558302
"0900907310",2016,"5 to 17 years:Not Well",44,77.9487010796203
"0900907310",2016,"5 to 17 years:Not at All",0,44
"0900907310",2016,"5 to 17 years:Very Well",292,127.397017233529
"0900907310",2016,"5 to 17 years:Well",29,51.7397332811061
"0900907310",2016,"65 years and over:Not Well",53,55.299186250794
"0900907310",2016,"65 years and over:Not at All",43,45.2327315115946
"0900907310",2016,"65 years and over:Very Well",393,131.821849478757
"0900907310",2016,"65 years and over:Well",195,108.894444302728
"0900907310",2016,"Total 18 to 64 years Native",15594,504
"0900907310",2016,"Total 5 to 17 years Native",3402,397
"0900907310",2016,"Total 65 years and over Native",5262,384
"0900907310",2016,"Total:Native",24258,747.717192526693
"0900907310",2016,"Total:Not Well",196,125.007999744016
"0900907310",2016,"Total:Not at All",43,76.9285382676676
"0900907310",2016,"Total:Very Well",1967,307.200260416556
"0900907310",2016,"Total:Well",622,200.661406354087
"0900914160",2016,"18 to 64 years:Not Well",174,85.4400374531753
"0900914160",2016,"18 to 64 years:Not at All",47,64.3272881443016
"0900914160",2016,"18 to 64 years:Very Well",1836,325.118439956887
"0900914160",2016,"18 to 64 years:Well",497,157.879701038481
"0900914160",2016,"5 to 17 years:Not Well",105,115.169440391104
"0900914160",2016,"5 to 17 years:Not at All",0,44
"0900914160",2016,"5 to 17 years:Very Well",579,206.099490537944
"0900914160",2016,"5 to 17 years:Well",71,63.118935352238
"0900914160",2016,"65 years and over:Not Well",36,58.206528843421
"0900914160",2016,"65 years and over:Not at All",39,44.7772263544762
"0900914160",2016,"65 years and over:Very Well",377,154.240072614091
"0900914160",2016,"65 years and over:Well",148,84.646323015238
"0900914160",2016,"Total 18 to 64 years Native",15668,513
"0900914160",2016,"Total 5 to 17 years Native",4428,308
"0900914160",2016,"Total 65 years and over Native",4221,310
"0900914160",2016,"Total:Native",24317,673.893908564249
"0900914160",2016,"Total:Not Well",315,154.764336977225
"0900914160",2016,"Total:Not at All",86,89.8832576178679
"0900914160",2016,"Total:Very Well",2792,414.69145156369
"0900914160",2016,"Total:Well",716,189.934199132226
"0900919550",2016,"18 to 64 years:Not Well",467,251.129448691307
"0900919550",2016,"18 to 64 years:Not at All",187,192.517531669196
"0900919550",2016,"18 to 64 years:Very Well",1198,324.319287123045
"0900919550",2016,"18 to 64 years:Well",515,272.290286275512
"0900919550",2016,"5 to 17 years:Not Well",21,46.6047207909242
"0900919550",2016,"5 to 17 years:Not at All",0,38
"0900919550",2016,"5 to 17 years:Very Well",673,323.793143843411
"0900919550",2016,"5 to 17 years:Well",16,41.9404339510215
"0900919550",2016,"65 years and over:Not Well",103,81.6761899209311
"0900919550",2016,"65 years and over:Not at All",0,38
"0900919550",2016,"65 years and over:Very Well",138,69.4406221170289
"0900919550",2016,"65 years and over:Well",74,60.9179776420721
"0900919550",2016,"Total 18 to 64 years Native",5655,569
"0900919550",2016,"Total 5 to 17 years Native",1402,334
"0900919550",2016,"Total 65 years and over Native",1560,224
"0900919550",2016,"Total:Native",8617,696.773277329147
"0900919550",2016,"Total:Not Well",591,268.158535198863
"0900919550",2016,"Total:Not at All",187,199.877462461379
"0900919550",2016,"Total:Very Well",2009,463.515911269505
"0900919550",2016,"Total:Well",605,282.155985228029
"0900922910",2016,"18 to 64 years:Not Well",275,138.105032493389
"0900922910",2016,"18 to 64 years:Not at All",86,99.5188424369978
"0900922910",2016,"18 to 64 years:Very Well",2233,504.901970683419
"0900922910",2016,"18 to 64 years:Well",764,286.318005022388
"0900922910",2016,"5 to 17 years:Not Well",19,37.2692903071685
"0900922910",2016,"5 to 17 years:Not at All",0,44
"0900922910",2016,"5 to 17 years:Very Well",1048,472.141927814084
"0900922910",2016,"5 to 17 years:Well",50,49.2036584005702
"0900922910",2016,"65 years and over:Not Well",80,61.0737259384099
"0900922910",2016,"65 years and over:Not at All",17,43.9658958739612
"0900922910",2016,"65 years and over:Very Well",414,183.393020586935
"0900922910",2016,"65 years and over:Well",157,86.7294644281861
"0900922910",2016,"Total 18 to 64 years Native",14867,664
"0900922910",2016,"Total 5 to 17 years Native",3119,490
"0900922910",2016,"Total 65 years and over Native",4626,332
"0900922910",2016,"Total:Native",22612,889.505480590198
"0900922910",2016,"Total:Not Well",374,155.537776761789
"0900922910",2016,"Total:Not at All",103,117.358425347309
"0900922910",2016,"Total:Very Well",3695,715.176202064918
"0900922910",2016,"Total:Well",971,303.184762150079
"0900934950",2016,"18 to 64 years:Not Well",45,59.8163857149527
"0900934950",2016,"18 to 64 years:Not at All",0,44
"0900934950",2016,"18 to 64 years:Very Well",635,201.059692628831
"0900934950",2016,"18 to 64 years:Well",353,193.025904997231
"0900934950",2016,"5 to 17 years:Not Well",48,65.2763356814704
"0900934950",2016,"5 to 17 years:Not at All",0,44
"0900934950",2016,"5 to 17 years:Very Well",314,181.939550400676
"0900934950",2016,"5 to 17 years:Well",22,52.4213696883246
"0900934950",2016,"65 years and over:Not Well",16,35.8468966578698
"0900934950",2016,"65 years and over:Not at All",3,38.742741255621
"0900934950",2016,"65 years and over:Very Well",290,120.909056732736
"0900934950",2016,"65 years and over:Well",77,86.5274522911659
"0900934950",2016,"Total 18 to 64 years Native",11811,447
"0900934950",2016,"Total 5 to 17 years Native",3596,354
"0900934950",2016,"Total 65 years and over Native",4350,329
"0900934950",2016,"Total:Native",19757,658.305400251282
"0900934950",2016,"Total:Not Well",109,95.5196314900764
"0900934950",2016,"Total:Not at All",3,73.3007503372237
"0900934950",2016,"Total:Very Well",1239,296.893920449712
"0900934950",2016,"Total:Well",452,217.931181798292
"0900935650",2016,"18 to 64 years:Not Well",758,225.616931988714
"0900935650",2016,"18 to 64 years:Not at All",60,93.552124508212
"0900935650",2016,"18 to 64 years:Very Well",6370,704.425297671797
"0900935650",2016,"18 to 64 years:Well",1188,302.742464811265
"0900935650",2016,"5 to 17 years:Not Well",88,70.5195008490559
"0900935650",2016,"5 to 17 years:Not at All",14,53.6749476012786
"0900935650",2016,"5 to 17 years:Very Well",1642,402.677290146837
"0900935650",2016,"5 to 17 years:Well",117,86.8907359849138
"0900935650",2016,"65 years and over:Not Well",231,98.4073168011404
"0900935650",2016,"65 years and over:Not at All",61,59.0677577024894
"0900935650",2016,"65 years and over:Very Well",742,183.515666906126
"0900935650",2016,"65 years and over:Well",234,96.8400743494138
"0900935650",2016,"Total 18 to 64 years Native",32956,913
"0900935650",2016,"Total 5 to 17 years Native",6145,489
"0900935650",2016,"Total 65 years and over Native",7802,439
"0900935650",2016,"Total:Native",46903,1124.90488486805
"0900935650",2016,"Total:Not Well",1077,256.046870709251
"0900935650",2016,"Total:Not at All",135,122.971541423209
"0900935650",2016,"Total:Very Well",8754,831.890617809817
"0900935650",2016,"Total:Well",1539,329.516312191066
"0900944560",2016,"18 to 64 years:Not Well",61,60.8194047981399
"0900944560",2016,"18 to 64 years:Not at All",31,57.3759531511242
"0900944560",2016,"18 to 64 years:Very Well",508,143.881896011972
"0900944560",2016,"18 to 64 years:Well",214,96.1613227862429
"0900944560",2016,"5 to 17 years:Not Well",20,45.2106182218293
"0900944560",2016,"5 to 17 years:Not at All",0,38
"0900944560",2016,"5 to 17 years:Very Well",418,174.76269624837
"0900944560",2016,"5 to 17 years:Well",0,38
