"FIPS","Year","Age","Pop","MOE"
"0900949950",2011,"65 years and over:Not Well",247,165.063624096892
"0900949950",2011,"65 years and over:Not at All",49,165.580795987941
"0900949950",2011,"65 years and over:Very Well",398,193.517441074442
"0900949950",2011,"65 years and over:Well",176,123.292335528207
"0900949950",2011,"Total 18 to 64 years Native",15975,655
"0900949950",2011,"Total 5 to 17 years Native",4251,491
"0900949950",2011,"Total 65 years and over Native",3246,353
"0900949950",2011,"Total:Native",23472,891.46789061637
"0900949950",2011,"Total:Not Well",796,315.578833257239
"0900949950",2011,"Total:Not at All",104,307.260475818157
"0900949950",2011,"Total:Very Well",4087,638.473961880984
"0900949950",2011,"Total:Well",1190,350.596634324975
"0900952070",2011,"18 to 64 years:Not Well",5543,752.952189717249
"0900952070",2011,"18 to 64 years:Not at All",1531,458.232473751043
"0900952070",2011,"18 to 64 years:Very Well",17030,1090.69977537359
"0900952070",2011,"18 to 64 years:Well",5968,693.863098889111
"0900952070",2011,"5 to 17 years:Not Well",335,146.826428138806
"0900952070",2011,"5 to 17 years:Not at All",204,243.409120617942
"0900952070",2011,"5 to 17 years:Very Well",6031,622.213789625399
"0900952070",2011,"5 to 17 years:Well",654,232.881944340904
"0900952070",2011,"65 years and over:Not Well",698,233.752005338992
"0900952070",2011,"65 years and over:Not at All",480,147.488982639382
"0900952070",2011,"65 years and over:Very Well",804,203.004926048606
"0900952070",2011,"65 years and over:Well",460,135.162864722527
"0900952070",2011,"Total 18 to 64 years Native",58306,1492
"0900952070",2011,"Total 5 to 17 years Native",13805,788
"0900952070",2011,"Total 65 years and over Native",9231,527
"0900952070",2011,"Total:Native",81342,1767.69256376781
"0900952070",2011,"Total:Not Well",6576,801.9569813899
"0900952070",2011,"Total:Not at All",2215,539.42376662509
"0900952070",2011,"Total:Very Well",23865,1272.00117924474
"0900952070",2011,"Total:Well",7082,744.277502011179
"0900953890",2011,"18 to 64 years:Not Well",30,165.855358671344
"0900953890",2011,"18 to 64 years:Not at All",0,184
"0900953890",2011,"18 to 64 years:Very Well",249,162.803562614582
"0900953890",2011,"18 to 64 years:Well",79,173.251262621662
"0900953890",2011,"5 to 17 years:Not Well",0,184
"0900953890",2011,"5 to 17 years:Not at All",0,184
"0900953890",2011,"5 to 17 years:Very Well",87,144.280975876933
"0900953890",2011,"5 to 17 years:Well",37,168.902338645739
"0900953890",2011,"65 years and over:Not Well",29,162.729837460743
"0900953890",2011,"65 years and over:Not at All",0,184
"0900953890",2011,"65 years and over:Very Well",147,133.570206258731
"0900953890",2011,"65 years and over:Well",67,166.712327078714
"0900953890",2011,"Total 18 to 64 years Native",8406,231
"0900953890",2011,"Total 5 to 17 years Native",2300,223
"0900953890",2011,"Total 65 years and over Native",2230,157
"0900953890",2011,"Total:Native",12936,357.405931679932
"0900953890",2011,"Total:Not Well",59,296.386571895557
"0900953890",2011,"Total:Not at All",0,318.697348592673
"0900953890",2011,"Total:Very Well",483,255.270444822741
"0900953890",2011,"Total:Well",183,293.831584415291
"0900954870",2011,"18 to 64 years:Not Well",304,153.039210661843
"0900954870",2011,"18 to 64 years:Not at All",33,162.935570088302
"0900954870",2011,"18 to 64 years:Very Well",1267,279.136167488199
"0900954870",2011,"18 to 64 years:Well",401,167.934511045229
"0900954870",2011,"5 to 17 years:Not Well",32,133.176574516692
"0900954870",2011,"5 to 17 years:Not at All",0,184
"0900954870",2011,"5 to 17 years:Very Well",498,282.503097328153
"0900954870",2011,"5 to 17 years:Well",62,103.479466562212
"0900954870",2011,"65 years and over:Not Well",153,131.647255953172
"0900954870",2011,"65 years and over:Not at All",12,160.477412740859
"0900954870",2011,"65 years and over:Very Well",435,148.912726118354
"0900954870",2011,"65 years and over:Well",105,111.915146427997
"0900954870",2011,"Total 18 to 64 years Native",12058,394
"0900954870",2011,"Total 5 to 17 years Native",3332,310
"0900954870",2011,"Total 65 years and over Native",4151,243
"0900954870",2011,"Total:Native",19541,557.122069209253
"0900954870",2011,"Total:Not Well",489,241.842924229757
"0900954870",2011,"Total:Not at All",45,293.525126692759
"0900954870",2011,"Total:Very Well",2200,424.14620120897
"0900954870",2011,"Total:Well",568,226.792857030375
"0900957600",2011,"18 to 64 years:Not Well",85,144.789502381906
"0900957600",2011,"18 to 64 years:Not at All",29,134.714512952391
"0900957600",2011,"18 to 64 years:Very Well",830,248.525652599485
"0900957600",2011,"18 to 64 years:Well",208,93.1020944984591
"0900957600",2011,"5 to 17 years:Not Well",0,184
"0900957600",2011,"5 to 17 years:Not at All",0,184
"0900957600",2011,"5 to 17 years:Very Well",328,170.041171485026
"0900957600",2011,"5 to 17 years:Well",26,161.789987329253
"0900957600",2011,"65 years and over:Not Well",32,134.301898720755
"0900957600",2011,"65 years and over:Not at All",55,165.580795987941
"0900957600",2011,"65 years and over:Very Well",292,162.101819854066
"0900957600",2011,"65 years and over:Well",114,112.964596223773
"0900957600",2011,"Total 18 to 64 years Native",6885,352
"0900957600",2011,"Total 5 to 17 years Native",2252,215
"0900957600",2011,"Total 65 years and over Native",2114,168
"0900957600",2011,"Total:Native",11251,445.36838684397
"0900957600",2011,"Total:Not Well",117,269.920358624539
"0900957600",2011,"Total:Not at All",84,281.817316714215
"0900957600",2011,"Total:Very Well",1450,341.988303893569
"0900957600",2011,"Total:Well",348,218.185700723031
"0900958300",2011,"18 to 64 years:Not Well",23,161.145896627869
"0900958300",2011,"18 to 64 years:Not at All",0,184
"0900958300",2011,"18 to 64 years:Very Well",465,170.719067476366
"0900958300",2011,"18 to 64 years:Well",161,165.915641215649
"0900958300",2011,"5 to 17 years:Not Well",11,160.362090283209
"0900958300",2011,"5 to 17 years:Not at All",0,184
"0900958300",2011,"5 to 17 years:Very Well",111,155.141870557242
"0900958300",2011,"5 to 17 years:Well",0,184
"0900958300",2011,"65 years and over:Not Well",0,184
"0900958300",2011,"65 years and over:Not at All",0,184
"0900958300",2011,"65 years and over:Very Well",28,133.461604965623
"0900958300",2011,"65 years and over:Well",118,173.631794323505
"0900958300",2011,"Total 18 to 64 years Native",7310,252
"0900958300",2011,"Total 5 to 17 years Native",2231,213
"0900958300",2011,"Total 65 years and over Native",1242,177
"0900958300",2011,"Total:Native",10783,374.43557523291
"0900958300",2011,"Total:Not Well",34,292.472220903114
"0900958300",2011,"Total:Not at All",0,318.697348592673
"0900958300",2011,"Total:Very Well",604,266.507035554411
"0900958300",2011,"Total:Well",279,302.54255898964
"0900962290",2011,"18 to 64 years:Not Well",24,132.366914295076
"0900962290",2011,"18 to 64 years:Not at All",0,184
"0900962290",2011,"18 to 64 years:Very Well",454,189.021162836334
"0900962290",2011,"18 to 64 years:Well",109,143.499128917217
"0900962290",2011,"5 to 17 years:Not Well",0,184
"0900962290",2011,"5 to 17 years:Not at All",0,184
"0900962290",2011,"5 to 17 years:Very Well",137,179.209374754782
"0900962290",2011,"5 to 17 years:Well",9,159.878078547373
"0900962290",2011,"65 years and over:Not Well",41,163.147172822578
"0900962290",2011,"65 years and over:Not at All",0,184
"0900962290",2011,"65 years and over:Very Well",191,136.091880727691
"0900962290",2011,"65 years and over:Well",104,173.646192011227
"0900962290",2011,"Total 18 to 64 years Native",5361,282
"0900962290",2011,"Total 5 to 17 years Native",1354,171
"0900962290",2011,"Total 65 years and over Native",1060,157
"0900962290",2011,"Total:Native",7775,365.258812350914
"0900962290",2011,"Total:Not Well",65,279.274058945689
"0900962290",2011,"Total:Not at All",0,318.697348592673
"0900962290",2011,"Total:Very Well",782,293.880928268576
"0900962290",2011,"Total:Well",222,276.235406854371
"0900967610",2011,"18 to 64 years:Not Well",113,159.304739414746
"0900967610",2011,"18 to 64 years:Not at All",56,179.669140366397
"0900967610",2011,"18 to 64 years:Very Well",1198,401.09973821981
"0900967610",2011,"18 to 64 years:Well",222,99.929975482835
"0900967610",2011,"5 to 17 years:Not Well",21,162.336071161033
"0900967610",2011,"5 to 17 years:Not at All",0,184
"0900967610",2011,"5 to 17 years:Very Well",228,176.844564519241
"0900967610",2011,"5 to 17 years:Well",51,137.360838669542
"0900967610",2011,"65 years and over:Not Well",0,184
"0900967610",2011,"65 years and over:Not at All",0,184
"0900967610",2011,"65 years and over:Very Well",87,56.2672195865408
"0900967610",2011,"65 years and over:Well",24,161.789987329253
"0900967610",2011,"Total 18 to 64 years Native",9328,429
"0900967610",2011,"Total 5 to 17 years Native",2638,264
"0900967610",2011,"Total 65 years and over Native",1841,151
"0900967610",2011,"Total:Native",13807,525.86880493142
"0900967610",2011,"Total:Not Well",134,292.552559380362
"0900967610",2011,"Total:Not at All",56,316.216697851331
"0900967610",2011,"Total:Very Well",1513,441.95135478919
"0900967610",2011,"Total:Well",297,234.584739486609
"0900969640",2011,"18 to 64 years:Not Well",21,161.455876325391
"0900969640",2011,"18 to 64 years:Not at All",0,184
"0900969640",2011,"18 to 64 years:Very Well",983,278.456459792191
"0900969640",2011,"18 to 64 years:Well",115,111.79445424528
"0900969640",2011,"5 to 17 years:Not Well",27,133.184083133083
"0900969640",2011,"5 to 17 years:Not at All",0,184
"0900969640",2011,"5 to 17 years:Very Well",257,138.582105626953
"0900969640",2011,"5 to 17 years:Well",0,184
"0900969640",2011,"65 years and over:Not Well",11,131.217376898031
"0900969640",2011,"65 years and over:Not at All",0,184
"0900969640",2011,"65 years and over:Very Well",140,117.192149907748
"0900969640",2011,"65 years and over:Well",45,163.587896862818
"0900969640",2011,"Total 18 to 64 years Native",9399,432
"0900969640",2011,"Total 5 to 17 years Native",2818,316
"0900969640",2011,"Total 65 years and over Native",5204,359
"0900969640",2011,"Total:Native",17421,644.485065769565
"0900969640",2011,"Total:Not Well",59,247.030362506312
"0900969640",2011,"Total:Not at All",0,318.697348592673
"0900969640",2011,"Total:Very Well",1380,332.380805703338
"0900969640",2011,"Total:Well",160,270.397855021078
"0900978740",2011,"18 to 64 years:Not Well",684,244.223258515646
"0900978740",2011,"18 to 64 years:Not at All",289,203.051717549988
"0900978740",2011,"18 to 64 years:Very Well",2481,425.449174402772
"0900978740",2011,"18 to 64 years:Well",1156,265.395930639488
"0900978740",2011,"5 to 17 years:Not Well",8,159.878078547373
"0900978740",2011,"5 to 17 years:Not at All",0,184
"0900978740",2011,"5 to 17 years:Very Well",864,243.090518120308
"0900978740",2011,"5 to 17 years:Well",131,129.533779378199
"0900978740",2011,"65 years and over:Not Well",177,82.3164625090267
"0900978740",2011,"65 years and over:Not at All",77,108.646214844329
"0900978740",2011,"65 years and over:Very Well",451,131.681433771052
"0900978740",2011,"65 years and over:Well",191,84.0119039184329
"0900978740",2011,"Total 18 to 64 years Native",23854,744
"0900978740",2011,"Total 5 to 17 years Native",6148,365
"0900978740",2011,"Total 65 years and over Native",6197,370
"0900978740",2011,"Total:Native",36199,907.557711663561
"0900978740",2011,"Total:Not Well",869,303.285344189263
"0900978740",2011,"Total:Not at All",366,294.771097633401
"0900978740",2011,"Total:Very Well",3796,507.385455053651
"0900978740",2011,"Total:Well",1478,307.037456998328
"0900980070",2011,"18 to 64 years:Not Well",3979,587.004258928332
"0900980070",2011,"18 to 64 years:Not at All",1587,359.194933149119
"0900980070",2011,"18 to 64 years:Very Well",12035,915.739045798529
"0900980070",2011,"18 to 64 years:Well",5059,583.305237418626
"0900980070",2011,"5 to 17 years:Not Well",169,128.257553383807
"0900980070",2011,"5 to 17 years:Not at All",23,133.12400234368
"0900980070",2011,"5 to 17 years:Very Well",5443,719.068842323181
"0900980070",2011,"5 to 17 years:Well",559,198.564850867418
"0900980070",2011,"65 years and over:Not Well",622,190.517715711689
"0900980070",2011,"65 years and over:Not at All",744,231.114690143227
"0900980070",2011,"65 years and over:Very Well",1224,227.914457637071
"0900980070",2011,"65 years and over:Well",730,220.6581065812
"0900980070",2011,"Total 18 to 64 years Native",44709,1141
"0900980070",2011,"Total 5 to 17 years Native",14332,936
"0900980070",2011,"Total 65 years and over Native",10592,564
"0900980070",2011,"Total:Native",69633,1579.89651559841
"0900980070",2011,"Total:Not Well",4770,630.334038427245
"0900980070",2011,"Total:Not at All",2354,447.389092401681
"0900980070",2011,"Total:Very Well",18702,1186.4160315842
"0900980070",2011,"Total:Well",6348,654.494461397497
"0900982870",2011,"18 to 64 years:Not Well",1123,343.84153326787
"0900982870",2011,"18 to 64 years:Not at All",467,236.687557763394
"0900982870",2011,"18 to 64 years:Very Well",4595,569.966665691951
"0900982870",2011,"18 to 64 years:Well",1968,410.478988500021
"0900982870",2011,"5 to 17 years:Not Well",69,172.476085298803
"0900982870",2011,"5 to 17 years:Not at All",0,184
"0900982870",2011,"5 to 17 years:Very Well",1734,421.830534693732
"0900982870",2011,"5 to 17 years:Well",99,114.721401665077
"0900982870",2011,"65 years and over:Not Well",114,111.776562838549
"0900982870",2011,"65 years and over:Not at All",24,164.292422223303
"0900982870",2011,"65 years and over:Very Well",509,193.463174790449
"0900982870",2011,"65 years and over:Well",187,131.129706779204
"0900982870",2011,"Total 18 to 64 years Native",28186,950
"0900982870",2011,"Total 5 to 17 years Native",6635,637
"0900982870",2011,"Total 65 years and over Native",6188,383
"0900982870",2011,"Total:Native",41009,1206.21639849573
"0900982870",2011,"Total:Not Well",1306,400.58582101717
"0900982870",2011,"Total:Not at All",491,341.861082897717
"0900982870",2011,"Total:Very Well",6838,735.00408162132
"0900982870",2011,"Total:Well",2254,445.924881566391
"0900987560",2011,"18 to 64 years:Not Well",138,78.9366834874636
"0900987560",2011,"18 to 64 years:Not at All",13,161
"0900987560",2011,"18 to 64 years:Very Well",889,233.364521725133
"0900987560",2011,"18 to 64 years:Well",120,115.20850663037
"0900987560",2011,"5 to 17 years:Not Well",0,184
"0900987560",2011,"5 to 17 years:Not at All",0,184
"0900987560",2011,"5 to 17 years:Very Well",238,134.290729389634
"0900987560",2011,"5 to 17 years:Well",54,139.721150868435
"0900987560",2011,"65 years and over:Not Well",28,162.729837460743
"0900987560",2011,"65 years and over:Not at All",50,139.742620556507
"0900987560",2011,"65 years and over:Very Well",234,124.911969002174
"0900987560",2011,"65 years and over:Well",15,160.598879199078
"0900987560",2011,"Total 18 to 64 years Native",9061,316
"0900987560",2011,"Total 5 to 17 years Native",2895,226
"0900987560",2011,"Total 65 years and over Native",2209,212
"0900987560",2011,"Total:Native",14165,442.578806541841
"0900987560",2011,"Total:Not Well",166,258.00775182153
"0900987560",2011,"Total:Not at All",63,281.611434426942
"0900987560",2011,"Total:Very Well",1361,296.809703345426
"0900987560",2011,"Total:Well",189,242.047515996343
"0900987700",2011,"18 to 64 years:Not Well",47,136.209397619988
"0900987700",2011,"18 to 64 years:Not at All",0,184
"0900987700",2011,"18 to 64 years:Very Well",739,249.885973996141
"0900987700",2011,"18 to 64 years:Well",226,112.458881374483
"0900987700",2011,"5 to 17 years:Not Well",0,184
"0900987700",2011,"5 to 17 years:Not at All",0,184
"0900987700",2011,"5 to 17 years:Very Well",150,160.430670384437
"0900987700",2011,"5 to 17 years:Well",13,160.860187740783
"0900987700",2011,"65 years and over:Not Well",14,160.598879199078
"0900987700",2011,"65 years and over:Not at All",34,98.7572782127981
"0900987700",2011,"65 years and over:Very Well",139,82.8733974204027
"0900987700",2011,"65 years and over:Well",40,164.292422223303
"0900987700",2011,"Total 18 to 64 years Native",4050,339
"0900987700",2011,"Total 5 to 17 years Native",1597,134
"0900987700",2011,"Total 65 years and over Native",1584,232
"0900987700",2011,"Total:Native",7231,432.089111179627
"0900987700",2011,"Total:Not Well",61,279.644417072825
"0900987700",2011,"Total:Not at All",34,278.325349186882
"0900987700",2011,"Total:Very Well",1028,308.300178397613
"0900987700",2011,"Total:Well",279,255.958981088767
"0901100000",2011,"18 to 64 years:Not Well",0,184
"0901100000",2011,"18 to 64 years:Not at All",0,184
"0901100000",2011,"18 to 64 years:Very Well",0,184
"0901100000",2011,"18 to 64 years:Well",0,184
"0901100000",2011,"5 to 17 years:Not Well",0,184
"0901100000",2011,"5 to 17 years:Not at All",0,184
"0901100000",2011,"5 to 17 years:Very Well",0,184
"0901100000",2011,"5 to 17 years:Well",0,184
"0901100000",2011,"65 years and over:Not Well",0,184
"0901100000",2011,"65 years and over:Not at All",0,184
"0901100000",2011,"65 years and over:Very Well",0,184
"0901100000",2011,"65 years and over:Well",0,184
"0901100000",2011,"Total 18 to 64 years Native",0,92
"0901100000",2011,"Total 5 to 17 years Native",0,92
"0901100000",2011,"Total 65 years and over Native",0,92
"0901100000",2011,"Total:Native",0,159.348674296337
"0901100000",2011,"Total:Not Well",0,318.697348592673
"0901100000",2011,"Total:Not at All",0,318.697348592673
"0901100000",2011,"Total:Very Well",0,318.697348592673
"0901100000",2011,"Total:Well",0,318.697348592673
"0901106820",2011,"18 to 64 years:Not Well",20,161.145896627869
"0901106820",2011,"18 to 64 years:Not at All",0,184
"0901106820",2011,"18 to 64 years:Very Well",35,133.176574516692
"0901106820",2011,"18 to 64 years:Well",4,159.549365401433
"0901106820",2011,"5 to 17 years:Not Well",0,184
"0901106820",2011,"5 to 17 years:Not at All",0,184
"0901106820",2011,"5 to 17 years:Very Well",18,131.613069259857
"0901106820",2011,"5 to 17 years:Well",0,184
"0901106820",2011,"65 years and over:Not Well",0,184
"0901106820",2011,"65 years and over:Not at All",0,184
"0901106820",2011,"65 years and over:Very Well",11,159.799874843505
"0901106820",2011,"65 years and over:Well",0,184
"0901106820",2011,"Total 18 to 64 years Native",1581,77
"0901106820",2011,"Total 5 to 17 years Native",534,79
"0901106820",2011,"Total 65 years and over Native",359,52
"0901106820",2011,"Total:Native",2474,121.959009507293
"0901106820",2011,"Total:Not Well",20,306.07188698082
"0901106820",2011,"Total:Not at All",0,318.697348592673
"0901106820",2011,"Total:Very Well",64,246.158485533203
"0901106820",2011,"Total:Well",4,305.234336207446
"0901115910",2011,"18 to 64 years:Not Well",49,140.900674235434
"0901115910",2011,"18 to 64 years:Not at All",0,184
"0901115910",2011,"18 to 64 years:Very Well",438,200.169927811347
"0901115910",2011,"18 to 64 years:Well",249,207.62706952611
"0901115910",2011,"5 to 17 years:Not Well",17,161.619924514275
"0901115910",2011,"5 to 17 years:Not at All",0,184
"0901115910",2011,"5 to 17 years:Very Well",153,172.261429228948
"0901115910",2011,"5 to 17 years:Well",25,163.364622853297
"0901115910",2011,"65 years and over:Not Well",0,184
"0901115910",2011,"65 years and over:Not at All",0,184
"0901115910",2011,"65 years and over:Very Well",51,139.742620556507
"0901115910",2011,"65 years and over:Well",30,133.83945606584
"0901115910",2011,"Total 18 to 64 years Native",9378,357
"0901115910",2011,"Total 5 to 17 years Native",3002,265
"0901115910",2011,"Total 65 years and over Native",1559,214
"0901115910",2011,"Total:Native",13939,493.426792949066
"0901115910",2011,"Total:Not Well",66,282.542032271306
"0901115910",2011,"Total:Not at All",0,318.697348592673
"0901115910",2011,"Total:Very Well",642,298.78085614711
"0901115910",2011,"Total:Well",304,296.158741218286
"0901123400",2011,"18 to 64 years:Not Well",98,150.658554353877
"0901123400",2011,"18 to 64 years:Not at All",1,159.37691175324
"0901123400",2011,"18 to 64 years:Very Well",1489,281.448041385972
"0901123400",2011,"18 to 64 years:Well",250,106.117859005919
"0901123400",2011,"5 to 17 years:Not Well",27,164.292422223303
"0901123400",2011,"5 to 17 years:Not at All",0,184
"0901123400",2011,"5 to 17 years:Very Well",416,165.529453572468
"0901123400",2011,"5 to 17 years:Well",9,160.053116183347
"0901123400",2011,"65 years and over:Not Well",26,133.61511890501
"0901123400",2011,"65 years and over:Not at All",18,161.455876325391
"0901123400",2011,"65 years and over:Very Well",149,66.7682559304944
"0901123400",2011,"65 years and over:Well",61,40.8044115262063
"0901123400",2011,"Total 18 to 64 years Native",10407,348
"0901123400",2011,"Total 5 to 17 years Native",2514,264
"0901123400",2011,"Total 65 years and over Native",2942,242
"0901123400",2011,"Total:Native",15863,499.363594988662
"0901123400",2011,"Total:Not Well",151,259.890361498844
"0901123400",2011,"Total:Not at All",19,292.104433379571
"0901123400",2011,"Total:Very Well",2054,333.273161235645
"0901123400",2011,"Total:Well",320,196.32371227134
"0901129910",2011,"18 to 64 years:Not Well",0,184
"0901129910",2011,"18 to 64 years:Not at All",0,184
"0901129910",2011,"18 to 64 years:Very Well",23,130.81666560496
"0901129910",2011,"18 to 64 years:Well",6,159.549365401433
"0901129910",2011,"5 to 17 years:Not Well",0,184
"0901129910",2011,"5 to 17 years:Not at All",0,184
"0901129910",2011,"5 to 17 years:Very Well",9,159.549365401433
"0901129910",2011,"5 to 17 years:Well",4,159.427099327561
"0901129910",2011,"65 years and over:Not Well",0,184
"0901129910",2011,"65 years and over:Not at All",0,184
"0901129910",2011,"65 years and over:Very Well",13,159.799874843505
"0901129910",2011,"65 years and over:Well",0,184
"0901129910",2011,"Total 18 to 64 years Native",1203,86
"0901129910",2011,"Total 5 to 17 years Native",339,38
"0901129910",2011,"Total 65 years and over Native",260,31
"0901129910",2011,"Total:Native",1802,99
"0901129910",2011,"Total:Not Well",0,318.697348592673
"0901129910",2011,"Total:Not at All",0,318.697348592673
"0901129910",2011,"Total:Very Well",45,260.969346858975
"0901129910",2011,"Total:Well",10,291.082462542833
"0901133900",2011,"18 to 64 years:Not Well",113,133.876809044733
"0901133900",2011,"18 to 64 years:Not at All",107,181.030384190058
"0901133900",2011,"18 to 64 years:Very Well",376,158.555983803829
"0901133900",2011,"18 to 64 years:Well",98,113.141504320917
"0901133900",2011,"5 to 17 years:Not Well",0,184
"0901133900",2011,"5 to 17 years:Not at All",0,184
"0901133900",2011,"5 to 17 years:Very Well",98,148.502525231055
"0901133900",2011,"5 to 17 years:Well",26,164.538749235552
"0901133900",2011,"65 years and over:Not Well",0,184
"0901133900",2011,"65 years and over:Not at All",0,184
"0901133900",2011,"65 years and over:Very Well",33,165.580795987941
"0901133900",2011,"65 years and over:Well",0,184
"0901133900",2011,"Total 18 to 64 years Native",7319,348
"0901133900",2011,"Total 5 to 17 years Native",1529,261
"0901133900",2011,"Total 65 years and over Native",1469,224
"0901133900",2011,"Total:Native",10317,489.286214806835
"0901133900",2011,"Total:Not Well",113,292.634584422279
"0901133900",2011,"Total:Not at All",107,316.992113466566
"0901133900",2011,"Total:Very Well",507,273.148311362161
"0901133900",2011,"Total:Well",124,271.532686798477
"0901134250",2011,"18 to 64 years:Not Well",385,181.807590600613
"0901134250",2011,"18 to 64 years:Not at All",76,170.270373230342
"0901134250",2011,"18 to 64 years:Very Well",2654,394.763220171282
"0901134250",2011,"18 to 64 years:Well",748,243.051434885705
"0901134250",2011,"5 to 17 years:Not Well",62,141.679215130519
"0901134250",2011,"5 to 17 years:Not at All",24,164.051821081023
"0901134250",2011,"5 to 17 years:Very Well",752,220.451808792761
"0901134250",2011,"5 to 17 years:Well",152,153.863575936607
"0901134250",2011,"65 years and over:Not Well",53,103.450471241073
"0901134250",2011,"65 years and over:Not at All",32,134.287006072814
"0901134250",2011,"65 years and over:Very Well",286,137.437258412703
"0901134250",2011,"65 years and over:Well",86,104.814121186031
"0901134250",2011,"Total 18 to 64 years Native",22428,614
"0901134250",2011,"Total 5 to 17 years Native",5078,399
"0901134250",2011,"Total 65 years and over Native",4526,327
"0901134250",2011,"Total:Native",32032,801.951370096716
"0901134250",2011,"Total:Not Well",500,252.644018334098
"0901134250",2011,"Total:Not at All",132,271.915428028643
"0901134250",2011,"Total:Very Well",3692,472.573803759794
"0901134250",2011,"Total:Well",986,306.160088842422
"0901142390",2011,"18 to 64 years:Not Well",0,184
"0901142390",2011,"18 to 64 years:Not at All",0,184
"0901142390",2011,"18 to 64 years:Very Well",161,158.094908203901
"0901142390",2011,"18 to 64 years:Well",39,138.985610766007
"0901142390",2011,"5 to 17 years:Not Well",0,184
"0901142390",2011,"5 to 17 years:Not at All",0,184
"0901142390",2011,"5 to 17 years:Very Well",0,184
"0901142390",2011,"5 to 17 years:Well",0,184
"0901142390",2011,"65 years and over:Not Well",26,164.292422223303
"0901142390",2011,"65 years and over:Not at All",0,184
"0901142390",2011,"65 years and over:Very Well",35,164.538749235552
"0901142390",2011,"65 years and over:Well",74,196.512086142303
"0901142390",2011,"Total 18 to 64 years Native",4324,228
"0901142390",2011,"Total 5 to 17 years Native",1535,296
"0901142390",2011,"Total 65 years and over Native",825,149
"0901142390",2011,"Total:Native",6684,402.24495024798
"0901142390",2011,"Total:Not Well",26,307.740150126694
"0901142390",2011,"Total:Not at All",0,318.697348592673
"0901142390",2011,"Total:Very Well",196,293.126252662569
"0901142390",2011,"Total:Well",113,302.968645242375
"0901142600",2011,"18 to 64 years:Not Well",64,136.916032662358
"0901142600",2011,"18 to 64 years:Not at All",20,162.729837460743
"0901142600",2011,"18 to 64 years:Very Well",341,168.071413393236
"0901142600",2011,"18 to 64 years:Well",201,138.014491992689
"0901142600",2011,"5 to 17 years:Not Well",0,184
"0901142600",2011,"5 to 17 years:Not at All",0,184
"0901142600",2011,"5 to 17 years:Very Well",145,137.072973266067
"0901142600",2011,"5 to 17 years:Well",21,133.056379027839
"0901142600",2011,"65 years and over:Not Well",14,161
"0901142600",2011,"65 years and over:Not at All",0,184
"0901142600",2011,"65 years and over:Very Well",55,139.588681489582
"0901142600",2011,"65 years and over:Well",24,162.935570088302
"0901142600",2011,"Total 18 to 64 years Native",8682,320
"0901142600",2011,"Total 5 to 17 years Native",2576,287
"0901142600",2011,"Total 65 years and over Native",1749,172
"0901142600",2011,"Total:Native",13007,462.982721059868
"0901142600",2011,"Total:Not Well",78,280.219556776468
"0901142600",2011,"Total:Not at All",20,306.90878123638
"0901142600",2011,"Total:Very Well",541,257.91859180757
"0901142600",2011,"Total:Well",246,251.594912508183
"0901143230",2011,"18 to 64 years:Not Well",23,161
"0901143230",2011,"18 to 64 years:Not at All",8,159.878078547373
"0901143230",2011,"18 to 64 years:Very Well",92,140.616499743096
"0901143230",2011,"18 to 64 years:Well",39,134.46932735758
"0901143230",2011,"5 to 17 years:Not Well",0,184
"0901143230",2011,"5 to 17 years:Not at All",0,184
"0901143230",2011,"5 to 17 years:Very Well",44,138.942434122913
"0901143230",2011,"5 to 17 years:Well",0,184
"0901143230",2011,"65 years and over:Not Well",0,184
"0901143230",2011,"65 years and over:Not at All",0,184
"0901143230",2011,"65 years and over:Very Well",46,163.147172822578
"0901143230",2011,"65 years and over:Well",11,160.252925090308
"0901143230",2011,"Total 18 to 64 years Native",2540,124
"0901143230",2011,"Total 5 to 17 years Native",903,130
"0901143230",2011,"Total 65 years and over Native",545,78
"0901143230",2011,"Total:Native",3988,195.857090757521
"0901143230",2011,"Total:Not Well",23,305.995097999952
"0901143230",2011,"Total:Not at All",8,305.406286772227
"0901143230",2011,"Total:Very Well",182,256.310358745018
"0901143230",2011,"Total:Well",50,278.601866468981
"0901144210",2011,"18 to 64 years:Not Well",0,184
"0901144210",2011,"18 to 64 years:Not at All",0,184
"0901144210",2011,"18 to 64 years:Very Well",47,135.528594768779
"0901144210",2011,"18 to 64 years:Well",0,184
"0901144210",2011,"5 to 17 years:Not Well",0,184
"0901144210",2011,"5 to 17 years:Not at All",0,184
"0901144210",2011,"5 to 17 years:Very Well",0,184
"0901144210",2011,"5 to 17 years:Well",0,184
"0901144210",2011,"65 years and over:Not Well",0,184
"0901144210",2011,"65 years and over:Not at All",0,184
"0901144210",2011,"65 years and over:Very Well",36,162.148080469674
"0901144210",2011,"65 years and over:Well",3,159.427099327561
"0901144210",2011,"Total 18 to 64 years Native",1235,118
"0901144210",2011,"Total 5 to 17 years Native",411,75
"0901144210",2011,"Total 65 years and over Native",470,65
"0901144210",2011,"Total:Native",2116,154.188196694818
"0901144210",2011,"Total:Not Well",0,318.697348592673
"0901144210",2011,"Total:Not at All",0,318.697348592673
"0901144210",2011,"Total:Very Well",83,280.207066292055
"0901144210",2011,"Total:Well",3,305.170444178331
"0901148900",2011,"18 to 64 years:Not Well",448,248.664432519007
